skin_L skin_A skin_B eye_r eye_g eye_b eye_L eye_A eye_B hair_L hair_A hair_B hair_r1 hair_g1 hair_b1 hair_r2 hair_g2 hair_b2 hair_r3 hair_g3 hair_b3
156.300179 127.229760 106.290630 40 36 40 36.314815 130.851852 126.537037 127.850953 127.850953 129.908145 40 36 29 70 70 67 101 101 97 
169.244291 127.098199 109.795600 58 47 43 54.491228 130.122807 120.000000 128.331419 128.331419 128.678637 50 50 50 20 13 13 80 80 80 
161.540380 127.296796 109.415167 54 43 43 56.370370 130.407407 120.703704 124.978639 124.978639 120.013985 43 39 36 77 99 118 107 137 156 
162.756859 126.973925 106.526977 49 40 38 42.866667 130.066667 123.366667 128.927677 128.927677 131.768134 42 34 27 72 69 61 103 103 95 
170.763793 126.388756 110.039240 55 43 39 58.197368 129.697368 120.000000 127.819728 127.819728 128.150334 39 35 31 70 70 66 101 105 101 
162.230110 124.522534 109.012591 51 43 47 49.842105 131.105263 123.671053 129.125346 129.125346 129.829559 43 36 28 73 73 69 118 118 114 
167.028156 125.786306 111.034814 47 44 47 51.491228 131.105263 124.561404 127.949797 127.949797 123.959811 66 69 73 36 33 33 98 102 113 
168.863687 126.149952 108.069532 63 52 50 59.245614 130.000000 121.175439 128.303551 128.303551 129.649622 52 48 44 22 15 11 85 85 81 
150.269877 128.175642 104.819909 39 35 39 39.000000 130.350877 126.614035 128.023645 128.023645 131.757520 43 39 32 73 69 65 117 119 117 
154.899393 125.773877 107.443555 70 52 48 58.052632 129.947368 117.197368 129.579012 129.579012 131.904429 48 41 37 78 74 70 18 9 0 
174.478896 127.066442 110.164152 92 74 63 73.850000 128.987500 115.475000 129.557089 129.557089 132.287014 41 33 26 74 70 63 107 107 100 
173.213346 126.101278 111.185198 77 62 50 67.302632 128.065789 116.842105 128.607770 128.607770 130.425324 39 35 31 70 70 70 100 104 100 
166.254102 128.825796 109.637324 70 52 44 70.824561 129.087719 116.596491 129.224252 129.224252 125.956041 52 52 55 85 85 85 22 15 15 
165.790701 129.341996 107.846344 39 32 35 35.118421 130.644737 123.605263 129.125059 129.125059 131.271885 39 35 28 69 65 58 106 102 95 
162.542638 128.955793 108.624550 48 41 46 47.907407 132.314815 124.796296 128.924099 128.924099 130.249922 22 15 11 52 48 44 85 85 85 
151.200909 129.063561 107.799516 30 26 34 32.543860 132.210526 125.614035 128.926392 128.926392 131.614864 34 26 19 67 63 56 97 97 89 
159.084349 128.720148 108.656547 54 39 31 55.925000 127.875000 118.087500 128.164418 128.164418 131.857744 39 35 28 72 68 61 102 98 91 
151.589225 131.595120 106.853653 47 47 51 55.039474 130.236842 128.802632 127.563661 127.563661 132.060195 47 43 32 77 88 96 17 9 2 
173.231535 128.776414 111.245055 41 30 30 40.350000 131.775000 118.925000 128.365170 128.365170 124.967221 38 38 41 68 71 79 107 109 109 
167.417797 127.977432 109.113452 34 30 34 30.476190 131.595238 126.023810 135.650058 135.650058 117.109528 38 30 34 68 72 91 98 106 125 
166.316357 130.391705 108.920480 89 97 93 112.065789 122.723684 131.342105 122.114746 122.114746 113.569996 78 108 123 112 149 168 48 74 86 
178.991075 130.525054 109.949949 80 87 84 100.462963 124.518519 131.944444 126.884121 126.884121 125.290856 32 32 32 65 84 91 95 114 125 
172.353417 128.607096 111.626462 47 51 47 90.833333 122.309524 130.250000 121.965395 121.965395 120.017397 109 135 142 146 171 182 76 98 109 
168.231050 128.454545 109.370270 82 82 63 74.736842 120.263158 124.039474 124.392914 124.392914 121.022456 48 63 71 78 93 101 115 138 164 
169.652544 127.638937 110.865338 35 28 26 34.197368 128.447368 122.315789 127.561694 127.561694 127.790650 39 39 39 69 76 80 99 106 110 
176.292305 129.640271 109.408303 72 57 34 63.555556 124.203704 117.722222 127.057715 127.057715 124.191092 42 45 49 72 79 87 140 147 144 
173.995842 130.378737 110.912603 82 99 109 106.425926 128.333333 139.111111 123.714151 123.714151 121.820101 68 82 90 98 120 128 38 52 60 
165.661440 129.521637 109.392806 47 54 43 71.750000 123.397059 131.852941 124.600331 124.600331 123.856555 17 21 21 47 62 69 77 96 107 
146.483243 128.942896 113.549172 45 34 21 36.351852 126.685185 119.796296 124.658153 124.658153 123.787957 49 60 64 19 26 30 79 91 94 
164.932988 129.885191 110.017443 48 65 78 83.972222 129.472222 138.930556 125.036942 125.036942 126.350919 48 56 56 78 89 89 108 127 130 
166.998176 128.759684 113.743805 89 103 103 115.210526 128.333333 138.666667 123.089092 123.089092 120.400426 56 67 74 103 136 150 24 20 16 
169.003903 126.783607 112.045767 65 74 69 88.250000 123.583333 131.972222 126.734520 126.734520 127.159248 30 34 34 65 76 95 95 114 143 
166.943226 127.306222 111.343228 70 74 59 85.555556 121.796296 129.000000 130.896161 130.896161 116.751716 33 30 37 63 74 100 118 129 144 
172.959043 127.553442 112.235945 107 118 118 109.881579 125.447368 135.407895 125.719083 125.719083 125.267237 63 70 74 33 37 37 96 103 107 
162.024900 129.984658 111.711233 41 30 26 42.666667 127.719298 120.666667 125.709801 125.709801 122.132909 45 48 52 78 101 112 112 136 153 
170.376998 128.948850 109.041631 84 95 95 100.569444 125.847222 134.097222 125.527413 125.527413 122.421948 34 38 42 69 80 88 99 110 118 
158.996758 129.508529 109.037248 2 9 20 63.080000 126.030000 122.670000 125.235591 125.235591 123.533479 47 54 58 80 95 102 17 17 17 
167.706754 128.419886 107.654372 76 60 53 51.777778 128.500000 119.833333 129.249830 129.249830 130.585043 34 30 26 64 68 68 98 102 98 
168.556121 128.703942 110.783930 44 55 63 74.368421 124.894737 132.236842 126.027081 126.027081 124.302691 52 59 63 18 18 18 85 100 103 
166.122875 128.992931 107.838659 68 82 90 87.500000 128.819444 137.555556 126.841587 126.841587 126.184012 30 30 30 60 60 60 90 101 98 
176.187036 127.383410 110.919721 69 56 37 56.000000 124.394737 117.842105 125.940032 125.940032 121.635631 37 45 52 67 82 93 188 197 190 
169.281695 127.635407 109.490807 45 45 39 85.394737 123.263158 128.236842 127.638591 127.638591 127.239927 15 8 0 49 52 52 79 86 90 
170.322883 128.732755 110.275627 90 99 98 100.407895 126.052632 134.618421 125.657554 125.657554 124.132279 49 56 60 79 94 101 19 15 11 
156.656379 127.211762 106.745843 8 23 30 98.277778 127.083333 135.958333 127.295406 127.295406 127.526960 38 42 42 68 72 72 102 110 106 
148.508313 130.122263 104.788259 59 44 36 50.062500 129.537500 118.375000 126.975775 126.975775 127.957422 40 44 44 70 78 78 105 108 108 
168.398147 128.436031 109.850949 41 30 26 37.263158 129.263158 120.578947 126.505003 126.505003 126.484991 49 52 52 79 82 82 19 19 19 
153.749939 132.118587 107.536822 87 96 93 97.296296 125.296296 133.351852 124.797600 124.797600 125.440961 47 59 62 77 89 93 17 17 13 
164.849138 128.315565 108.483350 82 98 105 104.725490 129.039216 138.196078 126.228028 126.228028 122.116212 45 60 71 79 94 101 128 137 142 
182.978389 128.789005 111.989696 53 38 30 51.462963 126.833333 117.425926 126.768875 126.768875 125.370566 38 42 42 68 72 72 98 106 104 
174.494658 131.922379 107.299131 75 82 79 78.855263 125.092105 131.947368 126.497181 126.497181 127.478100 22 19 15 52 52 49 86 94 90 
166.796465 128.522642 110.531315 86 86 64 76.210526 121.342105 123.578947 127.290002 127.290002 125.969355 30 26 26 60 68 71 90 101 101 
157.564225 129.720461 108.466375 17 13 17 13.541667 129.500000 126.250000 127.554789 127.554789 129.475724 25 21 17 55 59 55 89 93 89 
158.979980 126.644154 109.832297 84 95 91 86.438596 126.807018 135.403509 126.966373 126.966373 129.214974 35 35 32 65 69 69 95 99 99 
158.404385 129.882411 108.053103 52 71 82 65.098039 130.313725 139.196078 125.300171 125.300171 119.980922 22 34 41 52 68 75 82 98 116 
171.987835 127.725649 111.354342 52 41 38 49.289474 129.197368 122.263158 128.033748 128.033748 128.305929 41 41 41 71 79 82 101 109 112 
157.295081 129.541571 109.453093 89 103 107 101.694444 128.319444 137.347222 124.223897 124.223897 121.640309 89 100 103 55 63 67 122 148 159 
168.191735 127.514665 113.295618 41 33 33 43.430556 129.319444 122.875000 126.245760 126.245760 124.107013 48 48 48 78 89 92 18 18 18 
166.553163 128.279896 111.153659 34 23 26 25.986842 132.894737 120.921053 128.735950 128.735950 128.514881 26 23 23 60 57 53 94 91 83 
174.816075 128.893938 110.766726 60 38 26 43.276316 130.592105 113.302632 128.128456 128.128456 126.293322 26 22 19 56 64 71 90 98 105 
176.902195 128.410683 110.949258 100 91 81 99.631579 127.223684 122.197368 125.546828 125.546828 120.506754 70 85 96 122 140 152 37 41 41 
173.268603 129.458737 110.452103 41 26 26 43.921053 130.894737 114.947368 127.520523 127.520523 128.447811 34 34 34 68 68 64 101 101 98 
178.983438 129.691955 111.496914 72 57 45 66.518519 127.166667 118.203704 127.874927 127.874927 128.310144 26 26 23 57 57 53 87 87 83 
182.000860 129.206981 114.742271 81 81 74 92.657895 126.250000 127.236842 126.872364 126.872364 117.972188 74 85 96 107 121 136 42 52 63 
170.553406 125.972795 112.016355 55 47 44 75.434211 129.592105 125.631579 126.974954 126.974954 127.175321 62 62 62 95 98 98 29 25 22 
174.490362 128.450825 110.850040 76 87 95 98.833333 128.925926 135.351852 126.521320 126.521320 121.315518 73 80 87 146 168 193 36 40 44 
180.394025 128.737590 111.031698 86 82 71 99.928571 124.202381 125.214286 127.767702 127.767702 129.538390 34 34 30 67 67 63 101 101 97 
177.912641 129.222467 112.738296 83 93 102 108.487500 129.325000 134.137500 127.100623 127.100623 120.471583 68 76 83 38 42 49 98 110 121 
172.828732 129.864328 112.567585 94 101 109 110.470588 128.176471 133.588235 128.223406 128.223406 125.982627 15 11 0 45 45 45 75 79 82 
182.328941 129.842943 110.313507 68 73 79 82.710526 129.236842 131.460526 127.431614 127.431614 124.868279 49 52 56 79 82 86 19 15 15 
182.987532 129.825685 111.894675 52 60 75 79.912500 132.762500 135.587500 126.071230 126.071230 121.260520 90 101 112 60 68 75 124 139 146 
178.096787 129.790265 112.739401 59 41 33 48.447368 130.223684 117.289474 126.115045 126.115045 121.539274 18 11 0 59 74 85 92 107 115 
174.532240 130.558633 111.975000 76 66 58 67.380952 127.464286 119.214286 126.321179 126.321179 123.253368 80 87 91 113 120 124 47 51 55 
175.014984 129.179519 111.551117 111 113 106 104.900000 125.366667 127.666667 126.563761 126.563761 123.768414 62 69 73 26 29 33 95 102 106 
174.605187 128.943191 109.690180 49 26 19 37.385965 131.859649 113.684211 129.961882 129.961882 126.022355 17 11 11 49 45 45 79 79 75 
166.244981 129.337442 108.218914 79 77 75 98.986842 127.526316 128.210526 128.272014 128.272014 127.063573 41 41 41 71 71 75 109 109 109 
168.497933 127.954184 111.048523 87 91 93 105.000000 127.434211 130.539474 129.041659 129.041659 116.057562 47 58 80 80 91 114 147 154 154 
167.441973 128.797876 109.487808 101 104 104 117.203704 126.555556 131.240741 127.327547 127.327547 124.843639 41 45 48 71 78 86 101 108 123 
178.952352 129.381815 113.009064 92 86 75 87.171053 125.184211 121.789474 128.143167 128.143167 128.963891 41 41 41 71 71 71 101 105 105 
188.012887 129.569072 112.206691 96 100 100 108.264706 128.029412 130.382353 126.959836 126.959836 118.468366 74 85 96 43 51 59 142 164 202 
163.601038 128.960319 108.991777 89 78 74 83.317460 127.825397 120.714286 128.848820 128.848820 127.980003 34 30 26 67 67 71 101 101 101 
185.748129 128.716972 112.301333 59 46 42 71.137500 128.162500 119.875000 128.867967 128.867967 124.745541 42 42 46 72 76 84 107 110 114 
184.660557 128.132992 114.931519 68 52 45 59.407407 128.166667 117.740741 133.315725 133.315725 114.199500 34 38 60 68 75 101 105 112 135 
182.587260 130.665522 111.938895 13 13 21 42.333333 131.870370 115.314815 127.969948 127.969948 127.363852 44 44 44 79 79 75 109 109 105 
171.809116 129.545183 111.731366 80 95 91 94.500000 122.148148 133.796296 122.865163 122.865163 129.251199 49 57 49 126 133 114 91 99 84 
183.902751 128.659667 114.694133 64 49 45 51.916667 130.347222 118.888889 127.570114 127.570114 114.823936 82 101 120 49 56 71 146 165 191 
172.783660 129.430631 108.680859 60 41 38 39.842105 130.802632 115.342105 127.198581 127.198581 126.400992 60 60 60 90 90 90 30 30 30 
184.507914 129.819994 110.028226 59 51 51 81.437500 130.700000 124.500000 128.660525 128.660525 126.226282 51 51 51 21 17 17 81 81 81 
181.251607 129.590783 112.294820 65 49 42 53.245614 128.315789 120.964912 127.668987 127.668987 124.353381 49 53 57 80 84 88 19 15 15 
175.925396 130.592431 113.976871 66 69 76 104.552632 129.026316 132.486842 126.205295 126.205295 121.671057 95 106 113 58 62 66 128 138 146 
173.709458 129.013044 109.652107 60 45 38 56.016667 128.550000 117.833333 128.144616 128.144616 127.474865 15 9 0 45 45 45 75 75 79 
175.487368 130.362574 111.837587 94 105 112 93.789474 130.105263 135.315789 125.656443 125.656443 116.700136 112 135 154 82 98 112 154 180 191 
184.687537 129.699287 113.413558 95 103 103 110.291667 126.888889 131.444444 126.936570 126.936570 120.478161 49 57 65 80 88 95 19 27 34 
167.270510 126.339497 108.377556 60 45 37 49.065789 129.078947 117.013158 141.855211 141.855211 102.478219 56 56 99 25 6 68 88 88 130 
170.624648 128.822561 111.079067 84 87 87 97.500000 126.574074 128.648148 127.793018 127.793018 127.662092 44 44 44 76 76 76 106 113 117 
181.759615 130.366986 114.846488 63 67 71 81.403509 129.596491 130.561404 126.101096 126.101096 120.611018 59 67 71 90 98 102 29 36 40 
170.289385 129.170066 111.622103 75 64 57 68.888889 128.425926 119.722222 127.605019 127.605019 121.823555 50 53 61 83 94 105 20 13 13 
172.783520 129.184776 110.071732 49 38 38 43.259259 131.296296 120.888889 129.237366 129.237366 132.002309 30 22 15 60 56 49 90 90 82 
148.092510 128.752294 110.139931 32 25 30 25.500000 132.289474 124.565789 128.965046 128.965046 131.052763 32 28 21 62 59 55 93 89 85 
158.382510 132.906459 107.520626 45 34 30 42.280702 129.263158 119.421053 127.320014 127.320014 128.937084 19 11 0 52 52 48 86 89 86 
178.359061 129.109108 109.681488 74 51 43 49.671053 131.105263 112.631579 127.807766 127.807766 128.403908 36 36 36 66 66 66 96 96 96 
172.721861 128.937146 110.039653 109 112 112 109.725000 128.262500 130.025000 127.896514 127.896514 126.708768 52 52 52 22 22 22 82 86 90 
184.656536 130.956985 115.098669 81 94 107 103.701754 130.035088 136.859649 125.783871 125.783871 119.723127 140 159 166 100 111 126 177 192 196 
169.956457 129.159568 109.551258 109 118 105 125.105263 122.315789 134.105263 126.132759 126.132759 133.388181 45 45 38 15 8 0 75 79 71 
164.128861 129.186306 107.470269 62 45 41 54.837500 130.887500 118.200000 130.194198 130.194198 131.125996 34 26 22 64 60 56 94 90 86 
186.168435 129.761232 112.714617 76 60 49 62.929825 127.333333 118.000000 126.831185 126.831185 124.251014 38 42 42 68 76 83 98 106 117 
183.894372 130.210871 111.554480 60 41 33 46.000000 132.140351 113.561404 127.834564 127.834564 126.729870 37 37 37 76 76 72 115 115 111 
180.235296 126.183043 109.753151 48 36 36 56.525000 131.437500 121.287500 127.804091 127.804091 128.527015 36 32 28 68 68 64 100 104 100 
177.836951 128.951505 110.147756 68 71 75 79.814815 128.851852 130.814815 128.239955 128.239955 127.073414 45 45 45 75 75 75 105 109 116 
167.810400 128.071351 108.788738 88 80 65 106.740741 122.796296 128.907407 126.243136 126.243136 136.874705 46 42 27 84 80 57 118 114 91 
184.128019 128.807700 112.237925 100 96 85 111.776316 125.513158 127.736842 127.522242 127.522242 124.511250 55 59 62 85 93 100 25 25 25 
